user_id,session_id,timestamp,page,event_type,device,country
198,349,2025-12-16 16:25:24.650402,/profile,purchase,desktop,UK
198,349,2025-12-16 16:25:28.650402,/product,click,desktop,UK
198,349,2025-12-16 16:25:36.650402,/search,click,mobile,UK
198,349,2025-12-16 16:25:57.650402,/checkout,click,tablet,DE
198,349,2025-12-16 16:26:17.650402,/home,click,tablet,DE
198,349,2025-12-16 16:26:45.650402,/home,click,tablet,US
198,349,2025-12-16 16:28:28.650402,/profile,click,tablet,UK
53,146,2025-12-16 16:51:00.650402,/profile,purchase,mobile,IN
53,146,2025-12-16 16:51:12.650402,/home,view,desktop,CA
53,146,2025-12-16 16:51:18.650402,/search,click,mobile,CA
53,146,2025-12-16 16:52:03.650402,/profile,click,tablet,CA
53,146,2025-12-16 16:52:05.650402,/checkout,view,mobile,DE
53,146,2025-12-16 16:52:08.650402,/profile,purchase,tablet,UK
53,146,2025-12-16 16:52:18.650402,/cart,purchase,tablet,CA
53,146,2025-12-16 16:52:20.650402,/cart,click,desktop,UK
53,146,2025-12-16 16:52:30.650402,/product,view,mobile,CA
53,146,2025-12-16 16:53:51.650402,/checkout,purchase,desktop,UK
53,146,2025-12-16 16:55:20.650402,/home,view,desktop,UK
64,336,2025-12-16 17:19:00.650402,/profile,view,desktop,DE
64,336,2025-12-16 17:19:27.650402,/product,view,mobile,UK
64,336,2025-12-16 17:19:52.650402,/product,purchase,mobile,UK
154,39,2025-12-16 17:56:00.650402,/checkout,click,desktop,IN
154,39,2025-12-16 17:56:18.650402,/home,click,mobile,CA
154,39,2025-12-16 17:56:18.650402,/search,click,tablet,UK
154,39,2025-12-16 17:56:26.650402,/product,purchase,desktop,IN
154,39,2025-12-16 17:57:40.650402,/home,view,tablet,US
116,308,2025-12-16 18:06:00.650402,/home,purchase,desktop,UK
116,308,2025-12-16 18:06:22.650402,/search,purchase,mobile,US
116,308,2025-12-16 18:06:34.650402,/product,purchase,desktop,US
116,308,2025-12-16 18:06:42.650402,/cart,purchase,tablet,UK
116,308,2025-12-16 18:07:08.650402,/profile,view,mobile,UK
116,308,2025-12-16 18:07:12.650402,/home,click,desktop,US
116,308,2025-12-16 18:07:17.650402,/profile,purchase,tablet,UK
116,308,2025-12-16 18:07:20.650402,/profile,purchase,desktop,DE
116,308,2025-12-16 18:07:42.650402,/search,view,mobile,UK
116,308,2025-12-16 18:07:50.650402,/search,click,mobile,IN
116,308,2025-12-16 18:11:00.650402,/home,view,mobile,US
121,197,2025-12-16 18:13:00.650402,/profile,view,mobile,US
121,197,2025-12-16 18:13:10.650402,/cart,click,desktop,DE
121,197,2025-12-16 18:13:33.650402,/home,click,tablet,DE
121,197,2025-12-16 18:13:34.650402,/search,purchase,tablet,UK
121,197,2025-12-16 18:14:00.650402,/profile,click,tablet,CA
121,197,2025-12-16 18:14:10.650402,/cart,view,desktop,UK
121,197,2025-12-16 18:14:12.650402,/profile,view,desktop,US
121,197,2025-12-16 18:14:24.650402,/product,view,mobile,US
121,197,2025-12-16 18:15:30.650402,/search,click,tablet,DE
121,197,2025-12-16 18:16:12.650402,/checkout,purchase,desktop,CA
121,197,2025-12-16 18:17:03.650402,/profile,view,mobile,US
154,152,2025-12-16 19:01:00.650402,/profile,purchase,desktop,CA
154,152,2025-12-16 19:01:11.650402,/checkout,click,desktop,IN
154,152,2025-12-16 19:01:14.650402,/checkout,click,tablet,DE
154,152,2025-12-16 19:02:15.650402,/checkout,view,mobile,DE
154,152,2025-12-16 19:02:20.650402,/home,click,desktop,US
154,152,2025-12-16 19:02:30.650402,/checkout,view,mobile,UK
154,152,2025-12-16 19:03:00.650402,/search,purchase,tablet,CA
116,60,2025-12-16 19:03:00.650402,/home,click,tablet,UK
154,152,2025-12-16 19:03:06.650402,/home,purchase,mobile,IN
154,152,2025-12-16 19:03:12.650402,/profile,purchase,mobile,CA
154,152,2025-12-16 19:03:15.650402,/home,view,mobile,UK
116,60,2025-12-16 19:03:20.650402,/checkout,click,desktop,IN
116,60,2025-12-16 19:03:32.650402,/search,purchase,desktop,UK
154,152,2025-12-16 19:03:40.650402,/home,click,tablet,DE
116,60,2025-12-16 19:04:24.650402,/checkout,purchase,desktop,IN
116,60,2025-12-16 19:04:25.650402,/search,view,desktop,DE
154,152,2025-12-16 19:04:40.650402,/checkout,view,desktop,UK
116,60,2025-12-16 19:05:00.650402,/home,click,tablet,US
154,152,2025-12-16 19:05:10.650402,/product,view,mobile,UK
154,152,2025-12-16 19:06:51.650402,/home,view,mobile,CA
171,144,2025-12-16 19:18:00.650402,/cart,purchase,tablet,UK
171,144,2025-12-16 19:18:17.650402,/checkout,click,desktop,IN
171,144,2025-12-16 19:18:33.650402,/product,view,desktop,CA
171,144,2025-12-16 19:18:48.650402,/checkout,click,tablet,CA
140,42,2025-12-16 19:21:00.650402,/home,view,mobile,CA
140,42,2025-12-16 19:21:05.650402,/profile,view,mobile,IN
140,42,2025-12-16 19:21:36.650402,/product,click,tablet,CA
140,42,2025-12-16 19:21:36.650402,/profile,view,tablet,CA
140,42,2025-12-16 19:21:44.650402,/product,click,tablet,US
140,42,2025-12-16 19:21:56.650402,/product,view,mobile,UK
140,42,2025-12-16 19:23:00.650402,/checkout,purchase,mobile,CA
140,42,2025-12-16 19:23:10.650402,/home,click,tablet,UK
140,42,2025-12-16 19:23:12.650402,/cart,purchase,tablet,DE
118,264,2025-12-16 19:38:00.650402,/profile,purchase,tablet,US
118,264,2025-12-16 19:38:24.650402,/product,click,desktop,DE
118,264,2025-12-16 19:38:49.650402,/product,view,mobile,DE
118,264,2025-12-16 19:38:56.650402,/search,click,desktop,CA
118,264,2025-12-16 19:39:00.650402,/checkout,click,desktop,IN
118,264,2025-12-16 19:39:27.650402,/profile,view,mobile,CA
118,264,2025-12-16 19:39:28.650402,/home,click,mobile,UK
118,264,2025-12-16 19:39:40.650402,/profile,view,desktop,US
118,264,2025-12-16 19:40:00.650402,/cart,view,tablet,US
100,480,2025-12-16 19:40:00.650402,/search,view,desktop,US
118,264,2025-12-16 19:40:06.650402,/profile,click,tablet,CA
100,480,2025-12-16 19:40:18.650402,/profile,purchase,mobile,CA
100,480,2025-12-16 19:40:18.650402,/checkout,view,mobile,UK
100,480,2025-12-16 19:40:21.650402,/product,view,desktop,CA
100,480,2025-12-16 19:40:30.650402,/home,click,desktop,CA
118,264,2025-12-16 19:40:48.650402,/search,view,mobile,IN
118,264,2025-12-16 19:41:00.650402,/home,view,mobile,US
100,480,2025-12-16 19:41:28.650402,/checkout,view,tablet,DE
100,480,2025-12-16 19:41:31.650402,/home,purchase,desktop,CA
100,480,2025-12-16 19:41:48.650402,/checkout,click,mobile,UK
100,480,2025-12-16 19:41:52.650402,/product,click,desktop,UK
100,480,2025-12-16 19:42:06.650402,/search,view,desktop,IN
100,480,2025-12-16 19:42:27.650402,/product,view,tablet,US
118,264,2025-12-16 19:42:46.650402,/checkout,view,tablet,DE
100,480,2025-12-16 19:43:30.650402,/cart,view,desktop,CA
100,480,2025-12-16 19:43:30.650402,/home,purchase,tablet,DE
100,480,2025-12-16 19:43:36.650402,/home,click,tablet,DE
118,264,2025-12-16 19:43:48.650402,/checkout,purchase,tablet,IN
100,480,2025-12-16 19:44:00.650402,/home,view,tablet,IN
118,264,2025-12-16 19:44:32.650402,/search,purchase,desktop,CA
182,352,2025-12-16 19:50:00.650402,/search,purchase,mobile,IN
182,352,2025-12-16 19:50:27.650402,/profile,purchase,mobile,DE
182,352,2025-12-16 19:50:38.650402,/product,purchase,tablet,CA
182,352,2025-12-16 19:50:45.650402,/search,view,desktop,IN
182,352,2025-12-16 19:51:24.650402,/cart,view,tablet,DE
182,352,2025-12-16 19:51:48.650402,/home,view,mobile,IN
182,352,2025-12-16 19:52:00.650402,/product,purchase,tablet,IN
144,67,2025-12-16 19:56:00.650402,/search,purchase,tablet,US
144,67,2025-12-16 19:56:11.650402,/profile,view,desktop,UK
144,67,2025-12-16 19:56:12.650402,/checkout,click,mobile,CA
144,67,2025-12-16 19:56:48.650402,/home,purchase,mobile,US
144,67,2025-12-16 19:57:28.650402,/home,view,tablet,DE
144,67,2025-12-16 19:57:45.650402,/search,view,desktop,CA
144,67,2025-12-16 19:58:42.650402,/cart,purchase,mobile,CA
50,344,2025-12-16 20:33:00.650402,/cart,purchase,desktop,CA
50,344,2025-12-16 20:33:10.650402,/search,click,mobile,UK
50,344,2025-12-16 20:33:18.650402,/profile,purchase,tablet,CA
50,344,2025-12-16 20:33:27.650402,/profile,view,tablet,DE
50,344,2025-12-16 20:34:12.650402,/search,click,desktop,IN
83,417,2025-12-16 20:42:00.650402,/product,view,desktop,IN
83,417,2025-12-16 20:42:18.650402,/home,click,desktop,IN
83,417,2025-12-16 20:42:30.650402,/cart,purchase,mobile,DE
83,417,2025-12-16 20:42:51.650402,/product,click,tablet,UK
124,49,2025-12-16 20:50:00.650402,/profile,purchase,tablet,DE
124,49,2025-12-16 20:50:05.650402,/product,view,mobile,DE
124,49,2025-12-16 20:50:42.650402,/profile,view,tablet,UK
124,49,2025-12-16 20:50:48.650402,/cart,view,desktop,DE
124,49,2025-12-16 20:50:48.650402,/cart,view,desktop,DE
124,49,2025-12-16 20:50:54.650402,/profile,view,tablet,CA
124,49,2025-12-16 20:51:10.650402,/checkout,click,mobile,UK
124,49,2025-12-16 20:51:10.650402,/profile,click,mobile,UK
124,49,2025-12-16 20:51:24.650402,/product,click,tablet,CA
124,49,2025-12-16 20:51:30.650402,/product,purchase,tablet,US
124,49,2025-12-16 20:54:12.650402,/cart,view,desktop,IN
124,49,2025-12-16 20:54:13.650402,/checkout,view,mobile,UK
77,37,2025-12-16 21:20:00.650402,/cart,purchase,tablet,CA
77,37,2025-12-16 21:20:25.650402,/product,purchase,desktop,US
77,37,2025-12-16 21:20:52.650402,/home,purchase,desktop,CA
77,37,2025-12-16 21:20:54.650402,/cart,click,mobile,UK
77,37,2025-12-16 21:21:03.650402,/profile,view,mobile,CA
77,37,2025-12-16 21:21:18.650402,/cart,view,desktop,IN
77,37,2025-12-16 21:21:38.650402,/checkout,click,mobile,US
144,204,2025-12-16 21:22:00.650402,/checkout,view,mobile,UK
144,204,2025-12-16 21:22:11.650402,/checkout,view,mobile,IN
77,37,2025-12-16 21:22:16.650402,/product,click,tablet,US
77,37,2025-12-16 21:22:30.650402,/product,click,tablet,US
144,204,2025-12-16 21:22:44.650402,/search,view,tablet,DE
144,204,2025-12-16 21:23:03.650402,/checkout,purchase,tablet,DE
77,37,2025-12-16 21:24:30.650402,/home,purchase,mobile,DE
141,302,2025-12-16 21:29:00.650402,/product,purchase,tablet,UK
141,302,2025-12-16 21:29:17.650402,/search,click,tablet,CA
141,302,2025-12-16 21:29:26.650402,/cart,click,mobile,IN
141,302,2025-12-16 21:29:35.650402,/cart,view,mobile,CA
141,302,2025-12-16 21:30:24.650402,/search,view,tablet,UK
141,302,2025-12-16 21:30:24.650402,/home,view,tablet,IN
154,99,2025-12-16 21:48:00.650402,/checkout,purchase,desktop,DE
154,99,2025-12-16 21:48:21.650402,/profile,view,tablet,CA
154,99,2025-12-16 21:48:24.650402,/search,purchase,mobile,DE
154,99,2025-12-16 21:49:00.650402,/checkout,purchase,desktop,US
154,99,2025-12-16 21:49:32.650402,/product,view,tablet,IN
154,99,2025-12-16 21:49:35.650402,/profile,purchase,desktop,US
154,99,2025-12-16 21:50:00.650402,/product,view,mobile,US
154,99,2025-12-16 21:50:27.650402,/profile,purchase,mobile,IN
154,99,2025-12-16 21:50:48.650402,/checkout,purchase,mobile,UK
179,38,2025-12-16 22:26:00.650402,/search,click,desktop,US
179,38,2025-12-16 22:26:10.650402,/cart,view,mobile,UK
179,38,2025-12-16 22:26:29.650402,/checkout,click,mobile,UK
179,38,2025-12-16 22:27:10.650402,/cart,click,mobile,US
179,38,2025-12-16 22:27:18.650402,/profile,click,desktop,US
179,38,2025-12-16 22:27:24.650402,/checkout,view,mobile,UK
179,38,2025-12-16 22:27:28.650402,/product,view,mobile,CA
48,241,2025-12-16 22:28:00.650402,/cart,purchase,tablet,CA
48,241,2025-12-16 22:28:07.650402,/cart,click,tablet,IN
48,241,2025-12-16 22:28:38.650402,/product,purchase,desktop,IN
48,241,2025-12-16 22:28:56.650402,/search,view,desktop,CA
48,241,2025-12-16 22:29:00.650402,/cart,view,desktop,CA
48,241,2025-12-16 22:29:18.650402,/checkout,click,tablet,US
179,38,2025-12-16 22:29:23.650402,/home,purchase,mobile,DE
48,241,2025-12-16 22:29:28.650402,/home,click,mobile,CA
48,241,2025-12-16 22:29:31.650402,/home,purchase,tablet,CA
48,241,2025-12-16 22:29:45.650402,/search,click,tablet,CA
48,241,2025-12-16 22:30:30.650402,/home,view,desktop,US
48,241,2025-12-16 22:31:18.650402,/search,purchase,mobile,US
48,241,2025-12-16 22:31:20.650402,/search,click,mobile,UK
48,241,2025-12-16 22:32:36.650402,/checkout,click,mobile,CA
105,376,2025-12-16 22:34:00.650402,/profile,purchase,mobile,UK
105,376,2025-12-16 22:34:10.650402,/home,view,tablet,DE
105,376,2025-12-16 22:34:18.650402,/profile,click,mobile,CA
33,334,2025-12-16 22:53:00.650402,/product,click,desktop,UK
33,334,2025-12-16 22:53:08.650402,/profile,view,tablet,UK
33,334,2025-12-16 22:53:21.650402,/cart,purchase,mobile,UK
33,334,2025-12-16 22:53:28.650402,/checkout,click,desktop,DE
33,334,2025-12-16 22:53:58.650402,/home,purchase,desktop,UK
33,334,2025-12-16 22:54:20.650402,/product,purchase,desktop,DE
170,190,2025-12-16 23:11:00.650402,/cart,view,tablet,IN
170,190,2025-12-16 23:11:21.650402,/home,click,mobile,IN
170,190,2025-12-16 23:11:26.650402,/checkout,view,tablet,IN
170,190,2025-12-16 23:11:44.650402,/checkout,purchase,tablet,IN
170,190,2025-12-16 23:11:55.650402,/checkout,view,desktop,CA
170,190,2025-12-16 23:12:27.650402,/checkout,purchase,mobile,CA
170,190,2025-12-16 23:12:42.650402,/home,view,tablet,UK
170,190,2025-12-16 23:13:06.650402,/search,view,desktop,UK
170,190,2025-12-16 23:14:23.650402,/search,click,desktop,US
170,190,2025-12-16 23:14:44.650402,/product,click,mobile,CA
33,487,2025-12-16 23:17:00.650402,/checkout,click,tablet,CA
33,487,2025-12-16 23:17:05.650402,/cart,purchase,tablet,US
33,487,2025-12-16 23:17:36.650402,/product,purchase,tablet,DE
33,487,2025-12-16 23:18:06.650402,/search,click,tablet,IN
33,487,2025-12-16 23:18:25.650402,/search,view,tablet,DE
33,487,2025-12-16 23:18:40.650402,/checkout,click,desktop,DE
38,96,2025-12-16 23:32:00.650402,/search,purchase,tablet,IN
38,96,2025-12-16 23:32:27.650402,/cart,view,desktop,IN
38,96,2025-12-16 23:32:38.650402,/checkout,purchase,desktop,DE
38,96,2025-12-16 23:32:40.650402,/checkout,view,tablet,UK
38,96,2025-12-16 23:32:54.650402,/search,view,desktop,US
38,96,2025-12-16 23:32:54.650402,/cart,click,desktop,CA
38,96,2025-12-16 23:33:25.650402,/profile,purchase,tablet,DE
124,439,2025-12-16 23:58:00.650402,/home,view,desktop,UK
124,439,2025-12-16 23:58:29.650402,/profile,click,tablet,IN
124,439,2025-12-16 23:58:32.650402,/home,view,desktop,IN
124,439,2025-12-16 23:58:46.650402,/checkout,purchase,desktop,US
124,439,2025-12-16 23:59:24.650402,/product,click,tablet,US
124,439,2025-12-17 00:00:15.650402,/product,purchase,mobile,CA
124,439,2025-12-17 00:00:48.650402,/profile,purchase,mobile,IN
124,439,2025-12-17 00:01:30.650402,/cart,purchase,mobile,DE
52,266,2025-12-17 00:02:00.650402,/home,view,tablet,CA
52,266,2025-12-17 00:02:24.650402,/search,purchase,desktop,CA
52,266,2025-12-17 00:02:36.650402,/search,purchase,tablet,US
52,266,2025-12-17 00:03:30.650402,/cart,view,tablet,DE
52,266,2025-12-17 00:03:36.650402,/home,click,desktop,US
188,143,2025-12-17 00:10:00.650402,/cart,purchase,tablet,CA
188,143,2025-12-17 00:10:12.650402,/profile,view,desktop,DE
188,143,2025-12-17 00:10:34.650402,/cart,click,desktop,DE
188,143,2025-12-17 00:10:42.650402,/profile,click,tablet,US
188,143,2025-12-17 00:11:45.650402,/search,click,tablet,US
188,143,2025-12-17 00:12:00.650402,/product,purchase,tablet,CA
72,316,2025-12-17 00:14:00.650402,/search,view,tablet,CA
72,316,2025-12-17 00:14:10.650402,/profile,purchase,tablet,US
72,316,2025-12-17 00:14:26.650402,/home,view,tablet,IN
72,316,2025-12-17 00:14:51.650402,/cart,purchase,desktop,US
72,316,2025-12-17 00:15:21.650402,/checkout,purchase,tablet,US
72,316,2025-12-17 00:15:36.650402,/cart,purchase,mobile,US
72,316,2025-12-17 00:15:44.650402,/product,click,desktop,CA
72,316,2025-12-17 00:15:52.650402,/cart,click,tablet,US
72,316,2025-12-17 00:16:05.650402,/search,click,tablet,CA
72,316,2025-12-17 00:16:48.650402,/home,view,mobile,IN
72,316,2025-12-17 00:18:40.650402,/search,purchase,tablet,IN
125,223,2025-12-17 01:10:00.650402,/checkout,purchase,mobile,CA
125,223,2025-12-17 01:10:24.650402,/cart,purchase,desktop,IN
125,223,2025-12-17 01:10:35.650402,/checkout,purchase,mobile,DE
125,223,2025-12-17 01:10:38.650402,/search,view,desktop,IN
125,223,2025-12-17 01:10:52.650402,/cart,purchase,tablet,UK
125,223,2025-12-17 01:11:24.650402,/profile,purchase,desktop,US
125,223,2025-12-17 01:12:00.650402,/cart,click,tablet,US
125,223,2025-12-17 01:12:48.650402,/product,view,tablet,DE
164,178,2025-12-17 01:19:00.650402,/product,purchase,tablet,UK
164,178,2025-12-17 01:19:05.650402,/profile,view,mobile,IN
164,178,2025-12-17 01:19:10.650402,/profile,view,tablet,IN
164,178,2025-12-17 01:19:54.650402,/home,click,tablet,IN
11,365,2025-12-17 01:20:00.650402,/search,view,mobile,DE
164,178,2025-12-17 01:20:12.650402,/home,view,mobile,UK
11,365,2025-12-17 01:20:18.650402,/search,click,mobile,DE
11,365,2025-12-17 01:20:24.650402,/product,view,mobile,UK
164,178,2025-12-17 01:20:28.650402,/profile,click,desktop,UK
164,178,2025-12-17 01:20:38.650402,/search,view,desktop,UK
82,87,2025-12-17 01:21:00.650402,/home,view,tablet,IN
82,87,2025-12-17 01:21:16.650402,/checkout,view,mobile,IN
164,178,2025-12-17 01:21:25.650402,/search,purchase,tablet,US
82,87,2025-12-17 01:21:28.650402,/product,purchase,desktop,CA
164,178,2025-12-17 01:21:32.650402,/home,purchase,desktop,UK
164,178,2025-12-17 01:22:00.650402,/profile,purchase,desktop,UK
164,178,2025-12-17 01:22:02.650402,/cart,click,mobile,IN
164,178,2025-12-17 01:22:10.650402,/profile,purchase,tablet,CA
164,178,2025-12-17 01:22:40.650402,/cart,click,desktop,CA
164,178,2025-12-17 01:23:33.650402,/profile,click,tablet,UK
164,178,2025-12-17 01:24:24.650402,/profile,purchase,mobile,CA
90,356,2025-12-17 01:45:00.650402,/search,click,mobile,US
90,356,2025-12-17 01:45:10.650402,/checkout,click,tablet,CA
90,356,2025-12-17 01:45:19.650402,/product,view,mobile,UK
90,356,2025-12-17 01:45:44.650402,/search,purchase,tablet,US
90,356,2025-12-17 01:45:48.650402,/profile,view,tablet,US
90,356,2025-12-17 01:46:35.650402,/profile,purchase,desktop,UK
180,371,2025-12-17 01:51:00.650402,/product,click,desktop,US
180,371,2025-12-17 01:51:15.650402,/home,purchase,mobile,IN
180,371,2025-12-17 01:51:20.650402,/checkout,click,desktop,DE
180,371,2025-12-17 01:51:36.650402,/profile,purchase,mobile,CA
180,371,2025-12-17 01:51:39.650402,/checkout,click,mobile,UK
180,371,2025-12-17 01:51:56.650402,/cart,purchase,tablet,CA
180,371,2025-12-17 01:52:05.650402,/search,click,tablet,CA
180,371,2025-12-17 01:52:52.650402,/profile,click,tablet,DE
45,426,2025-12-17 02:04:00.650402,/checkout,click,mobile,IN
45,426,2025-12-17 02:04:20.650402,/checkout,view,mobile,DE
45,426,2025-12-17 02:04:36.650402,/home,view,tablet,IN
17,33,2025-12-17 02:13:00.650402,/search,view,tablet,DE
17,33,2025-12-17 02:13:29.650402,/product,purchase,tablet,CA
17,33,2025-12-17 02:13:42.650402,/cart,click,desktop,IN
17,33,2025-12-17 02:13:48.650402,/product,purchase,mobile,DE
17,33,2025-12-17 02:14:03.650402,/product,click,tablet,CA
17,33,2025-12-17 02:14:12.650402,/cart,click,mobile,CA
17,33,2025-12-17 02:14:45.650402,/profile,purchase,mobile,DE
17,33,2025-12-17 02:15:55.650402,/search,purchase,tablet,US
61,71,2025-12-17 02:17:00.650402,/home,view,tablet,IN
61,71,2025-12-17 02:17:13.650402,/profile,click,mobile,IN
61,71,2025-12-17 02:18:00.650402,/checkout,click,desktop,CA
61,71,2025-12-17 02:18:05.650402,/home,view,tablet,CA
61,71,2025-12-17 02:18:10.650402,/cart,purchase,desktop,DE
61,71,2025-12-17 02:18:12.650402,/search,click,tablet,US
61,71,2025-12-17 02:18:12.650402,/home,purchase,desktop,US
61,71,2025-12-17 02:18:24.650402,/checkout,purchase,desktop,IN
61,71,2025-12-17 02:18:28.650402,/cart,view,tablet,US
61,71,2025-12-17 02:19:30.650402,/checkout,purchase,mobile,IN
61,71,2025-12-17 02:19:34.650402,/cart,click,mobile,UK
61,71,2025-12-17 02:21:02.650402,/search,purchase,mobile,DE
61,71,2025-12-17 02:22:12.650402,/checkout,view,mobile,UK
61,71,2025-12-17 02:22:25.650402,/home,purchase,tablet,UK
66,118,2025-12-17 02:42:00.650402,/search,click,desktop,CA
66,118,2025-12-17 02:42:12.650402,/checkout,view,desktop,UK
66,118,2025-12-17 02:42:26.650402,/profile,view,tablet,UK
66,118,2025-12-17 02:42:44.650402,/home,view,mobile,IN
66,118,2025-12-17 02:43:09.650402,/product,purchase,tablet,US
66,118,2025-12-17 02:44:15.650402,/search,click,tablet,DE
66,118,2025-12-17 02:44:20.650402,/cart,click,tablet,DE
66,118,2025-12-17 02:44:30.650402,/home,purchase,mobile,UK
69,243,2025-12-17 02:45:00.650402,/home,purchase,desktop,UK
69,243,2025-12-17 02:45:08.650402,/checkout,purchase,mobile,CA
69,243,2025-12-17 02:45:28.650402,/profile,purchase,tablet,CA
66,118,2025-12-17 02:46:00.650402,/profile,click,desktop,US
69,243,2025-12-17 02:46:05.650402,/profile,view,mobile,CA
69,243,2025-12-17 02:46:06.650402,/profile,click,desktop,UK
69,243,2025-12-17 02:46:08.650402,/cart,view,mobile,US
69,243,2025-12-17 02:46:42.650402,/search,view,tablet,CA
69,243,2025-12-17 02:46:52.650402,/checkout,view,mobile,DE
69,243,2025-12-17 02:47:42.650402,/home,purchase,tablet,DE
69,243,2025-12-17 02:47:55.650402,/search,view,desktop,IN
69,243,2025-12-17 02:48:00.650402,/product,purchase,desktop,US
39,70,2025-12-17 02:49:00.650402,/cart,click,tablet,US
39,70,2025-12-17 02:49:13.650402,/home,view,desktop,CA
69,243,2025-12-17 02:49:13.650402,/home,purchase,desktop,CA
39,70,2025-12-17 02:49:24.650402,/checkout,click,tablet,US
39,70,2025-12-17 02:49:45.650402,/product,view,mobile,DE
39,70,2025-12-17 02:49:48.650402,/profile,click,desktop,UK
39,70,2025-12-17 02:49:50.650402,/cart,click,desktop,UK
39,70,2025-12-17 02:49:54.650402,/home,click,tablet,IN
39,70,2025-12-17 02:50:12.650402,/product,purchase,tablet,US
39,70,2025-12-17 02:50:15.650402,/home,purchase,tablet,DE
39,70,2025-12-17 02:51:41.650402,/product,purchase,mobile,IN
39,70,2025-12-17 02:52:36.650402,/profile,click,mobile,CA
23,185,2025-12-17 02:58:00.650402,/profile,view,mobile,US
23,185,2025-12-17 02:58:15.650402,/home,click,tablet,DE
23,185,2025-12-17 02:58:36.650402,/profile,view,tablet,IN
23,185,2025-12-17 02:58:44.650402,/cart,purchase,desktop,IN
23,185,2025-12-17 02:58:54.650402,/checkout,view,desktop,UK
23,185,2025-12-17 02:59:00.650402,/home,purchase,tablet,DE
23,185,2025-12-17 02:59:00.650402,/product,view,tablet,IN
23,185,2025-12-17 03:00:32.650402,/checkout,purchase,desktop,CA
23,185,2025-12-17 03:00:55.650402,/search,view,mobile,US
23,185,2025-12-17 03:01:20.650402,/search,view,tablet,UK
23,185,2025-12-17 03:01:27.650402,/home,click,tablet,IN
23,185,2025-12-17 03:01:51.650402,/checkout,click,tablet,IN
23,185,2025-12-17 03:03:22.650402,/cart,click,desktop,CA
23,185,2025-12-17 03:03:25.650402,/product,view,desktop,UK
23,185,2025-12-17 03:03:36.650402,/checkout,view,tablet,UK
74,323,2025-12-17 04:17:00.650402,/home,click,mobile,IN
74,323,2025-12-17 04:17:17.650402,/product,view,tablet,DE
74,323,2025-12-17 04:17:26.650402,/search,purchase,tablet,IN
