user_id,session_id,timestamp,page,event_type,device,country,hour,day,month
53,146,2025-12-16 16:51:12.650402,/home,view,desktop,CA,16,16,12
53,146,2025-12-16 16:51:18.650402,/search,click,mobile,CA,16,16,12
53,146,2025-12-16 16:52:03.650402,/profile,click,tablet,CA,16,16,12
53,146,2025-12-16 16:52:05.650402,/checkout,view,mobile,DE,16,16,12
53,146,2025-12-16 16:52:08.650402,/profile,purchase,tablet,UK,16,16,12
53,146,2025-12-16 16:52:18.650402,/cart,purchase,tablet,CA,16,16,12
53,146,2025-12-16 16:52:20.650402,/cart,click,desktop,UK,16,16,12
53,146,2025-12-16 16:52:30.650402,/product,view,mobile,CA,16,16,12
53,146,2025-12-16 16:53:51.650402,/checkout,purchase,desktop,UK,16,16,12
53,146,2025-12-16 16:55:20.650402,/home,view,desktop,UK,16,16,12
64,336,2025-12-16 17:19:00.650402,/profile,view,desktop,DE,17,16,12
64,336,2025-12-16 17:19:27.650402,/product,view,mobile,UK,17,16,12
64,336,2025-12-16 17:19:52.650402,/product,purchase,mobile,UK,17,16,12
154,39,2025-12-16 17:56:00.650402,/checkout,click,desktop,IN,17,16,12
154,39,2025-12-16 17:56:18.650402,/home,click,mobile,CA,17,16,12
154,39,2025-12-16 17:56:18.650402,/search,click,tablet,UK,17,16,12
154,39,2025-12-16 17:56:26.650402,/product,purchase,desktop,IN,17,16,12
154,39,2025-12-16 17:57:40.650402,/home,view,tablet,US,17,16,12
116,308,2025-12-16 18:06:00.650402,/home,purchase,desktop,UK,18,16,12
116,308,2025-12-16 18:06:22.650402,/search,purchase,mobile,US,18,16,12
116,308,2025-12-16 18:06:34.650402,/product,purchase,desktop,US,18,16,12
116,308,2025-12-16 18:06:42.650402,/cart,purchase,tablet,UK,18,16,12
116,308,2025-12-16 18:07:08.650402,/profile,view,mobile,UK,18,16,12
116,308,2025-12-16 18:07:12.650402,/home,click,desktop,US,18,16,12
116,308,2025-12-16 18:07:17.650402,/profile,purchase,tablet,UK,18,16,12
116,308,2025-12-16 18:07:20.650402,/profile,purchase,desktop,DE,18,16,12
116,308,2025-12-16 18:07:42.650402,/search,view,mobile,UK,18,16,12
116,308,2025-12-16 18:07:50.650402,/search,click,mobile,IN,18,16,12
116,308,2025-12-16 18:11:00.650402,/home,view,mobile,US,18,16,12
121,197,2025-12-16 18:13:00.650402,/profile,view,mobile,US,18,16,12
121,197,2025-12-16 18:13:10.650402,/cart,click,desktop,DE,18,16,12
121,197,2025-12-16 18:13:33.650402,/home,click,tablet,DE,18,16,12
121,197,2025-12-16 18:13:34.650402,/search,purchase,tablet,UK,18,16,12
121,197,2025-12-16 18:14:00.650402,/profile,click,tablet,CA,18,16,12
121,197,2025-12-16 18:14:10.650402,/cart,view,desktop,UK,18,16,12
121,197,2025-12-16 18:14:12.650402,/profile,view,desktop,US,18,16,12
121,197,2025-12-16 18:14:24.650402,/product,view,mobile,US,18,16,12
121,197,2025-12-16 18:15:30.650402,/search,click,tablet,DE,18,16,12
121,197,2025-12-16 18:16:12.650402,/checkout,purchase,desktop,CA,18,16,12
121,197,2025-12-16 18:17:03.650402,/profile,view,mobile,US,18,16,12
154,152,2025-12-16 19:01:00.650402,/profile,purchase,desktop,CA,19,16,12
154,152,2025-12-16 19:01:11.650402,/checkout,click,desktop,IN,19,16,12
154,152,2025-12-16 19:01:14.650402,/checkout,click,tablet,DE,19,16,12
154,152,2025-12-16 19:02:15.650402,/checkout,view,mobile,DE,19,16,12
154,152,2025-12-16 19:02:20.650402,/home,click,desktop,US,19,16,12
154,152,2025-12-16 19:02:30.650402,/checkout,view,mobile,UK,19,16,12
154,152,2025-12-16 19:03:00.650402,/search,purchase,tablet,CA,19,16,12
116,60,2025-12-16 19:03:00.650402,/home,click,tablet,UK,19,16,12
154,152,2025-12-16 19:03:06.650402,/home,purchase,mobile,IN,19,16,12
154,152,2025-12-16 19:03:12.650402,/profile,purchase,mobile,CA,19,16,12
154,152,2025-12-16 19:03:15.650402,/home,view,mobile,UK,19,16,12
116,60,2025-12-16 19:03:20.650402,/checkout,click,desktop,IN,19,16,12
116,60,2025-12-16 19:03:32.650402,/search,purchase,desktop,UK,19,16,12
154,152,2025-12-16 19:03:40.650402,/home,click,tablet,DE,19,16,12
116,60,2025-12-16 19:04:24.650402,/checkout,purchase,desktop,IN,19,16,12
116,60,2025-12-16 19:04:25.650402,/search,view,desktop,DE,19,16,12
154,152,2025-12-16 19:04:40.650402,/checkout,view,desktop,UK,19,16,12
116,60,2025-12-16 19:05:00.650402,/home,click,tablet,US,19,16,12
154,152,2025-12-16 19:05:10.650402,/product,view,mobile,UK,19,16,12
154,152,2025-12-16 19:06:51.650402,/home,view,mobile,CA,19,16,12
171,144,2025-12-16 19:18:00.650402,/cart,purchase,tablet,UK,19,16,12
171,144,2025-12-16 19:18:17.650402,/checkout,click,desktop,IN,19,16,12
171,144,2025-12-16 19:18:33.650402,/product,view,desktop,CA,19,16,12
171,144,2025-12-16 19:18:48.650402,/checkout,click,tablet,CA,19,16,12
140,42,2025-12-16 19:21:00.650402,/home,view,mobile,CA,19,16,12
140,42,2025-12-16 19:21:05.650402,/profile,view,mobile,IN,19,16,12
140,42,2025-12-16 19:21:36.650402,/product,click,tablet,CA,19,16,12
140,42,2025-12-16 19:21:36.650402,/profile,view,tablet,CA,19,16,12
140,42,2025-12-16 19:21:44.650402,/product,click,tablet,US,19,16,12
140,42,2025-12-16 19:21:56.650402,/product,view,mobile,UK,19,16,12
140,42,2025-12-16 19:23:00.650402,/checkout,purchase,mobile,CA,19,16,12
140,42,2025-12-16 19:23:10.650402,/home,click,tablet,UK,19,16,12
140,42,2025-12-16 19:23:12.650402,/cart,purchase,tablet,DE,19,16,12
118,264,2025-12-16 19:38:00.650402,/profile,purchase,tablet,US,19,16,12
118,264,2025-12-16 19:38:24.650402,/product,click,desktop,DE,19,16,12
118,264,2025-12-16 19:38:49.650402,/product,view,mobile,DE,19,16,12
118,264,2025-12-16 19:38:56.650402,/search,click,desktop,CA,19,16,12
118,264,2025-12-16 19:39:00.650402,/checkout,click,desktop,IN,19,16,12
118,264,2025-12-16 19:39:27.650402,/profile,view,mobile,CA,19,16,12
118,264,2025-12-16 19:39:28.650402,/home,click,mobile,UK,19,16,12
118,264,2025-12-16 19:39:40.650402,/profile,view,desktop,US,19,16,12
118,264,2025-12-16 19:40:00.650402,/cart,view,tablet,US,19,16,12
100,480,2025-12-16 19:40:00.650402,/search,view,desktop,US,19,16,12
118,264,2025-12-16 19:40:06.650402,/profile,click,tablet,CA,19,16,12
100,480,2025-12-16 19:40:18.650402,/profile,purchase,mobile,CA,19,16,12
100,480,2025-12-16 19:40:18.650402,/checkout,view,mobile,UK,19,16,12
100,480,2025-12-16 19:40:21.650402,/product,view,desktop,CA,19,16,12
100,480,2025-12-16 19:40:30.650402,/home,click,desktop,CA,19,16,12
118,264,2025-12-16 19:40:48.650402,/search,view,mobile,IN,19,16,12
118,264,2025-12-16 19:41:00.650402,/home,view,mobile,US,19,16,12
100,480,2025-12-16 19:41:28.650402,/checkout,view,tablet,DE,19,16,12
100,480,2025-12-16 19:41:31.650402,/home,purchase,desktop,CA,19,16,12
100,480,2025-12-16 19:41:48.650402,/checkout,click,mobile,UK,19,16,12
100,480,2025-12-16 19:41:52.650402,/product,click,desktop,UK,19,16,12
100,480,2025-12-16 19:42:06.650402,/search,view,desktop,IN,19,16,12
100,480,2025-12-16 19:42:27.650402,/product,view,tablet,US,19,16,12
118,264,2025-12-16 19:42:46.650402,/checkout,view,tablet,DE,19,16,12
100,480,2025-12-16 19:43:30.650402,/cart,view,desktop,CA,19,16,12
100,480,2025-12-16 19:43:30.650402,/home,purchase,tablet,DE,19,16,12
100,480,2025-12-16 19:43:36.650402,/home,click,tablet,DE,19,16,12
118,264,2025-12-16 19:43:48.650402,/checkout,purchase,tablet,IN,19,16,12
100,480,2025-12-16 19:44:00.650402,/home,view,tablet,IN,19,16,12
118,264,2025-12-16 19:44:32.650402,/search,purchase,desktop,CA,19,16,12
182,352,2025-12-16 19:50:00.650402,/search,purchase,mobile,IN,19,16,12
182,352,2025-12-16 19:50:27.650402,/profile,purchase,mobile,DE,19,16,12
182,352,2025-12-16 19:50:38.650402,/product,purchase,tablet,CA,19,16,12
182,352,2025-12-16 19:50:45.650402,/search,view,desktop,IN,19,16,12
182,352,2025-12-16 19:51:24.650402,/cart,view,tablet,DE,19,16,12
182,352,2025-12-16 19:51:48.650402,/home,view,mobile,IN,19,16,12
182,352,2025-12-16 19:52:00.650402,/product,purchase,tablet,IN,19,16,12
144,67,2025-12-16 19:56:00.650402,/search,purchase,tablet,US,19,16,12
144,67,2025-12-16 19:56:11.650402,/profile,view,desktop,UK,19,16,12
144,67,2025-12-16 19:56:12.650402,/checkout,click,mobile,CA,19,16,12
144,67,2025-12-16 19:56:48.650402,/home,purchase,mobile,US,19,16,12
144,67,2025-12-16 19:57:28.650402,/home,view,tablet,DE,19,16,12
144,67,2025-12-16 19:57:45.650402,/search,view,desktop,CA,19,16,12
144,67,2025-12-16 19:58:42.650402,/cart,purchase,mobile,CA,19,16,12
50,344,2025-12-16 20:33:00.650402,/cart,purchase,desktop,CA,20,16,12
50,344,2025-12-16 20:33:10.650402,/search,click,mobile,UK,20,16,12
50,344,2025-12-16 20:33:18.650402,/profile,purchase,tablet,CA,20,16,12
50,344,2025-12-16 20:33:27.650402,/profile,view,tablet,DE,20,16,12
50,344,2025-12-16 20:34:12.650402,/search,click,desktop,IN,20,16,12
83,417,2025-12-16 20:42:00.650402,/product,view,desktop,IN,20,16,12
83,417,2025-12-16 20:42:18.650402,/home,click,desktop,IN,20,16,12
83,417,2025-12-16 20:42:30.650402,/cart,purchase,mobile,DE,20,16,12
83,417,2025-12-16 20:42:51.650402,/product,click,tablet,UK,20,16,12
124,49,2025-12-16 20:50:00.650402,/profile,purchase,tablet,DE,20,16,12
124,49,2025-12-16 20:50:05.650402,/product,view,mobile,DE,20,16,12
124,49,2025-12-16 20:50:42.650402,/profile,view,tablet,UK,20,16,12
124,49,2025-12-16 20:50:48.650402,/cart,view,desktop,DE,20,16,12
124,49,2025-12-16 20:50:54.650402,/profile,view,tablet,CA,20,16,12
124,49,2025-12-16 20:51:10.650402,/checkout,click,mobile,UK,20,16,12
124,49,2025-12-16 20:51:10.650402,/profile,click,mobile,UK,20,16,12
124,49,2025-12-16 20:51:24.650402,/product,click,tablet,CA,20,16,12
124,49,2025-12-16 20:51:30.650402,/product,purchase,tablet,US,20,16,12
124,49,2025-12-16 20:54:12.650402,/cart,view,desktop,IN,20,16,12
124,49,2025-12-16 20:54:13.650402,/checkout,view,mobile,UK,20,16,12
77,37,2025-12-16 21:20:00.650402,/cart,purchase,tablet,CA,21,16,12
77,37,2025-12-16 21:20:25.650402,/product,purchase,desktop,US,21,16,12
77,37,2025-12-16 21:20:52.650402,/home,purchase,desktop,CA,21,16,12
77,37,2025-12-16 21:20:54.650402,/cart,click,mobile,UK,21,16,12
77,37,2025-12-16 21:21:03.650402,/profile,view,mobile,CA,21,16,12
77,37,2025-12-16 21:21:18.650402,/cart,view,desktop,IN,21,16,12
77,37,2025-12-16 21:21:38.650402,/checkout,click,mobile,US,21,16,12
144,204,2025-12-16 21:22:00.650402,/checkout,view,mobile,UK,21,16,12
144,204,2025-12-16 21:22:11.650402,/checkout,view,mobile,IN,21,16,12
77,37,2025-12-16 21:22:16.650402,/product,click,tablet,US,21,16,12
77,37,2025-12-16 21:22:30.650402,/product,click,tablet,US,21,16,12
144,204,2025-12-16 21:22:44.650402,/search,view,tablet,DE,21,16,12
144,204,2025-12-16 21:23:03.650402,/checkout,purchase,tablet,DE,21,16,12
77,37,2025-12-16 21:24:30.650402,/home,purchase,mobile,DE,21,16,12
141,302,2025-12-16 21:29:00.650402,/product,purchase,tablet,UK,21,16,12
141,302,2025-12-16 21:29:17.650402,/search,click,tablet,CA,21,16,12
141,302,2025-12-16 21:29:26.650402,/cart,click,mobile,IN,21,16,12
141,302,2025-12-16 21:29:35.650402,/cart,view,mobile,CA,21,16,12
141,302,2025-12-16 21:30:24.650402,/search,view,tablet,UK,21,16,12
141,302,2025-12-16 21:30:24.650402,/home,view,tablet,IN,21,16,12
154,99,2025-12-16 21:48:00.650402,/checkout,purchase,desktop,DE,21,16,12
154,99,2025-12-16 21:48:21.650402,/profile,view,tablet,CA,21,16,12
154,99,2025-12-16 21:48:24.650402,/search,purchase,mobile,DE,21,16,12
154,99,2025-12-16 21:49:00.650402,/checkout,purchase,desktop,US,21,16,12
154,99,2025-12-16 21:49:32.650402,/product,view,tablet,IN,21,16,12
154,99,2025-12-16 21:49:35.650402,/profile,purchase,desktop,US,21,16,12
154,99,2025-12-16 21:50:00.650402,/product,view,mobile,US,21,16,12
154,99,2025-12-16 21:50:27.650402,/profile,purchase,mobile,IN,21,16,12
154,99,2025-12-16 21:50:48.650402,/checkout,purchase,mobile,UK,21,16,12
179,38,2025-12-16 22:26:00.650402,/search,click,desktop,US,22,16,12
179,38,2025-12-16 22:26:10.650402,/cart,view,mobile,UK,22,16,12
179,38,2025-12-16 22:26:29.650402,/checkout,click,mobile,UK,22,16,12
179,38,2025-12-16 22:27:10.650402,/cart,click,mobile,US,22,16,12
179,38,2025-12-16 22:27:18.650402,/profile,click,desktop,US,22,16,12
179,38,2025-12-16 22:27:24.650402,/checkout,view,mobile,UK,22,16,12
179,38,2025-12-16 22:27:28.650402,/product,view,mobile,CA,22,16,12
48,241,2025-12-16 22:28:00.650402,/cart,purchase,tablet,CA,22,16,12
48,241,2025-12-16 22:28:07.650402,/cart,click,tablet,IN,22,16,12
48,241,2025-12-16 22:28:38.650402,/product,purchase,desktop,IN,22,16,12
48,241,2025-12-16 22:28:56.650402,/search,view,desktop,CA,22,16,12
48,241,2025-12-16 22:29:00.650402,/cart,view,desktop,CA,22,16,12
48,241,2025-12-16 22:29:18.650402,/checkout,click,tablet,US,22,16,12
179,38,2025-12-16 22:29:23.650402,/home,purchase,mobile,DE,22,16,12
48,241,2025-12-16 22:29:28.650402,/home,click,mobile,CA,22,16,12
48,241,2025-12-16 22:29:31.650402,/home,purchase,tablet,CA,22,16,12
48,241,2025-12-16 22:29:45.650402,/search,click,tablet,CA,22,16,12
48,241,2025-12-16 22:30:30.650402,/home,view,desktop,US,22,16,12
48,241,2025-12-16 22:31:18.650402,/search,purchase,mobile,US,22,16,12
48,241,2025-12-16 22:31:20.650402,/search,click,mobile,UK,22,16,12
48,241,2025-12-16 22:32:36.650402,/checkout,click,mobile,CA,22,16,12
105,376,2025-12-16 22:34:00.650402,/profile,purchase,mobile,UK,22,16,12
105,376,2025-12-16 22:34:10.650402,/home,view,tablet,DE,22,16,12
105,376,2025-12-16 22:34:18.650402,/profile,click,mobile,CA,22,16,12
33,334,2025-12-16 22:53:00.650402,/product,click,desktop,UK,22,16,12
33,334,2025-12-16 22:53:08.650402,/profile,view,tablet,UK,22,16,12
33,334,2025-12-16 22:53:21.650402,/cart,purchase,mobile,UK,22,16,12
33,334,2025-12-16 22:53:28.650402,/checkout,click,desktop,DE,22,16,12
33,334,2025-12-16 22:53:58.650402,/home,purchase,desktop,UK,22,16,12
33,334,2025-12-16 22:54:20.650402,/product,purchase,desktop,DE,22,16,12
170,190,2025-12-16 23:11:00.650402,/cart,view,tablet,IN,23,16,12
170,190,2025-12-16 23:11:21.650402,/home,click,mobile,IN,23,16,12
170,190,2025-12-16 23:11:26.650402,/checkout,view,tablet,IN,23,16,12
170,190,2025-12-16 23:11:44.650402,/checkout,purchase,tablet,IN,23,16,12
170,190,2025-12-16 23:11:55.650402,/checkout,view,desktop,CA,23,16,12
170,190,2025-12-16 23:12:27.650402,/checkout,purchase,mobile,CA,23,16,12
170,190,2025-12-16 23:12:42.650402,/home,view,tablet,UK,23,16,12
170,190,2025-12-16 23:13:06.650402,/search,view,desktop,UK,23,16,12
170,190,2025-12-16 23:14:23.650402,/search,click,desktop,US,23,16,12
170,190,2025-12-16 23:14:44.650402,/product,click,mobile,CA,23,16,12
33,487,2025-12-16 23:17:00.650402,/checkout,click,tablet,CA,23,16,12
33,487,2025-12-16 23:17:05.650402,/cart,purchase,tablet,US,23,16,12
33,487,2025-12-16 23:17:36.650402,/product,purchase,tablet,DE,23,16,12
33,487,2025-12-16 23:18:06.650402,/search,click,tablet,IN,23,16,12
33,487,2025-12-16 23:18:25.650402,/search,view,tablet,DE,23,16,12
33,487,2025-12-16 23:18:40.650402,/checkout,click,desktop,DE,23,16,12
38,96,2025-12-16 23:32:00.650402,/search,purchase,tablet,IN,23,16,12
38,96,2025-12-16 23:32:27.650402,/cart,view,desktop,IN,23,16,12
38,96,2025-12-16 23:32:38.650402,/checkout,purchase,desktop,DE,23,16,12
38,96,2025-12-16 23:32:40.650402,/checkout,view,tablet,UK,23,16,12
38,96,2025-12-16 23:32:54.650402,/search,view,desktop,US,23,16,12
38,96,2025-12-16 23:32:54.650402,/cart,click,desktop,CA,23,16,12
38,96,2025-12-16 23:33:25.650402,/profile,purchase,tablet,DE,23,16,12
124,439,2025-12-16 23:58:00.650402,/home,view,desktop,UK,23,16,12
124,439,2025-12-16 23:58:29.650402,/profile,click,tablet,IN,23,16,12
124,439,2025-12-16 23:58:32.650402,/home,view,desktop,IN,23,16,12
124,439,2025-12-16 23:58:46.650402,/checkout,purchase,desktop,US,23,16,12
124,439,2025-12-16 23:59:24.650402,/product,click,tablet,US,23,16,12
124,439,2025-12-17 00:00:15.650402,/product,purchase,mobile,CA,0,17,12
124,439,2025-12-17 00:00:48.650402,/profile,purchase,mobile,IN,0,17,12
124,439,2025-12-17 00:01:30.650402,/cart,purchase,mobile,DE,0,17,12
52,266,2025-12-17 00:02:00.650402,/home,view,tablet,CA,0,17,12
52,266,2025-12-17 00:02:24.650402,/search,purchase,desktop,CA,0,17,12
52,266,2025-12-17 00:02:36.650402,/search,purchase,tablet,US,0,17,12
52,266,2025-12-17 00:03:30.650402,/cart,view,tablet,DE,0,17,12
52,266,2025-12-17 00:03:36.650402,/home,click,desktop,US,0,17,12
188,143,2025-12-17 00:10:00.650402,/cart,purchase,tablet,CA,0,17,12
188,143,2025-12-17 00:10:12.650402,/profile,view,desktop,DE,0,17,12
188,143,2025-12-17 00:10:34.650402,/cart,click,desktop,DE,0,17,12
188,143,2025-12-17 00:10:42.650402,/profile,click,tablet,US,0,17,12
188,143,2025-12-17 00:11:45.650402,/search,click,tablet,US,0,17,12
188,143,2025-12-17 00:12:00.650402,/product,purchase,tablet,CA,0,17,12
72,316,2025-12-17 00:14:00.650402,/search,view,tablet,CA,0,17,12
72,316,2025-12-17 00:14:10.650402,/profile,purchase,tablet,US,0,17,12
72,316,2025-12-17 00:14:26.650402,/home,view,tablet,IN,0,17,12
72,316,2025-12-17 00:14:51.650402,/cart,purchase,desktop,US,0,17,12
72,316,2025-12-17 00:15:21.650402,/checkout,purchase,tablet,US,0,17,12
72,316,2025-12-17 00:15:36.650402,/cart,purchase,mobile,US,0,17,12
72,316,2025-12-17 00:15:44.650402,/product,click,desktop,CA,0,17,12
72,316,2025-12-17 00:15:52.650402,/cart,click,tablet,US,0,17,12
72,316,2025-12-17 00:16:05.650402,/search,click,tablet,CA,0,17,12
72,316,2025-12-17 00:16:48.650402,/home,view,mobile,IN,0,17,12
72,316,2025-12-17 00:18:40.650402,/search,purchase,tablet,IN,0,17,12
125,223,2025-12-17 01:10:00.650402,/checkout,purchase,mobile,CA,1,17,12
125,223,2025-12-17 01:10:24.650402,/cart,purchase,desktop,IN,1,17,12
125,223,2025-12-17 01:10:35.650402,/checkout,purchase,mobile,DE,1,17,12
125,223,2025-12-17 01:10:38.650402,/search,view,desktop,IN,1,17,12
125,223,2025-12-17 01:10:52.650402,/cart,purchase,tablet,UK,1,17,12
125,223,2025-12-17 01:11:24.650402,/profile,purchase,desktop,US,1,17,12
125,223,2025-12-17 01:12:00.650402,/cart,click,tablet,US,1,17,12
125,223,2025-12-17 01:12:48.650402,/product,view,tablet,DE,1,17,12
164,178,2025-12-17 01:19:00.650402,/product,purchase,tablet,UK,1,17,12
164,178,2025-12-17 01:19:05.650402,/profile,view,mobile,IN,1,17,12
164,178,2025-12-17 01:19:10.650402,/profile,view,tablet,IN,1,17,12
164,178,2025-12-17 01:19:54.650402,/home,click,tablet,IN,1,17,12
11,365,2025-12-17 01:20:00.650402,/search,view,mobile,DE,1,17,12
164,178,2025-12-17 01:20:12.650402,/home,view,mobile,UK,1,17,12
11,365,2025-12-17 01:20:18.650402,/search,click,mobile,DE,1,17,12
11,365,2025-12-17 01:20:24.650402,/product,view,mobile,UK,1,17,12
164,178,2025-12-17 01:20:28.650402,/profile,click,desktop,UK,1,17,12
164,178,2025-12-17 01:20:38.650402,/search,view,desktop,UK,1,17,12
82,87,2025-12-17 01:21:00.650402,/home,view,tablet,IN,1,17,12
82,87,2025-12-17 01:21:16.650402,/checkout,view,mobile,IN,1,17,12
164,178,2025-12-17 01:21:25.650402,/search,purchase,tablet,US,1,17,12
82,87,2025-12-17 01:21:28.650402,/product,purchase,desktop,CA,1,17,12
164,178,2025-12-17 01:21:32.650402,/home,purchase,desktop,UK,1,17,12
164,178,2025-12-17 01:22:00.650402,/profile,purchase,desktop,UK,1,17,12
164,178,2025-12-17 01:22:02.650402,/cart,click,mobile,IN,1,17,12
164,178,2025-12-17 01:22:10.650402,/profile,purchase,tablet,CA,1,17,12
164,178,2025-12-17 01:22:40.650402,/cart,click,desktop,CA,1,17,12
164,178,2025-12-17 01:23:33.650402,/profile,click,tablet,UK,1,17,12
164,178,2025-12-17 01:24:24.650402,/profile,purchase,mobile,CA,1,17,12
90,356,2025-12-17 01:45:00.650402,/search,click,mobile,US,1,17,12
90,356,2025-12-17 01:45:10.650402,/checkout,click,tablet,CA,1,17,12
90,356,2025-12-17 01:45:19.650402,/product,view,mobile,UK,1,17,12
90,356,2025-12-17 01:45:44.650402,/search,purchase,tablet,US,1,17,12
90,356,2025-12-17 01:45:48.650402,/profile,view,tablet,US,1,17,12
90,356,2025-12-17 01:46:35.650402,/profile,purchase,desktop,UK,1,17,12
180,371,2025-12-17 01:51:00.650402,/product,click,desktop,US,1,17,12
180,371,2025-12-17 01:51:15.650402,/home,purchase,mobile,IN,1,17,12
180,371,2025-12-17 01:51:20.650402,/checkout,click,desktop,DE,1,17,12
180,371,2025-12-17 01:51:36.650402,/profile,purchase,mobile,CA,1,17,12
180,371,2025-12-17 01:51:39.650402,/checkout,click,mobile,UK,1,17,12
180,371,2025-12-17 01:51:56.650402,/cart,purchase,tablet,CA,1,17,12
180,371,2025-12-17 01:52:05.650402,/search,click,tablet,CA,1,17,12
180,371,2025-12-17 01:52:52.650402,/profile,click,tablet,DE,1,17,12
45,426,2025-12-17 02:04:00.650402,/checkout,click,mobile,IN,2,17,12
45,426,2025-12-17 02:04:20.650402,/checkout,view,mobile,DE,2,17,12
45,426,2025-12-17 02:04:36.650402,/home,view,tablet,IN,2,17,12
17,33,2025-12-17 02:13:00.650402,/search,view,tablet,DE,2,17,12
17,33,2025-12-17 02:13:29.650402,/product,purchase,tablet,CA,2,17,12
17,33,2025-12-17 02:13:42.650402,/cart,click,desktop,IN,2,17,12
17,33,2025-12-17 02:13:48.650402,/product,purchase,mobile,DE,2,17,12
17,33,2025-12-17 02:14:03.650402,/product,click,tablet,CA,2,17,12
17,33,2025-12-17 02:14:12.650402,/cart,click,mobile,CA,2,17,12
17,33,2025-12-17 02:14:45.650402,/profile,purchase,mobile,DE,2,17,12
17,33,2025-12-17 02:15:55.650402,/search,purchase,tablet,US,2,17,12
